ST_CASE,VE_TOTAL,PEDS,PERSONS,COUNTY,MONTH,DAY_WEEK,YEAR,HOUR,ROAD_FNC,ROUTE,LATITUDE,LONGITUD,HARM_EV,MAN_COLL,RELJCT2,TYP_INT,REL_ROAD,WRK_ZONE,LGT_COND,WEATHER,SCH_BUS,FATALS,DRUNK_DR,AGE,SEX_1,SEX_2,SEX_8,SEX_9,REST_MIS,DRUGS,BT_Sedan,BT_Pickup,BT_SUV_Van,BT_Motorcyle,BT_Truck,BT_Bus,BT_Unknown_Other,BT_Motorcycle,OOS_REG,TRAV_SP,DR_DRINK,PREV_ACC,PREV_DWI,PREV_SPD,SPEED_REL,VSPD_LIM,ACC_TYPE_A,ACC_TYPE_B,ACC_TYPE_C,ACC_TYPE_D,ACC_TYPE_E,ACC_TYPE_F,ACC_TYPE_G,ACC_TYPE_H,ACC_TYPE_I,ACC_TYPE_J,ACC_TYPE_K,ACC_TYPE_L,ACC_TYPE_M,MDRDSTRD,MVIOLATN
410077,1,0,1,51,4,2,2011,22,14,6,45.47935,-122.56696111,33,0,1,1,4,0,3,10,0,1,1,28,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410078,1,0,1,17,4,6,2011,19,3,4,44.24006944,-121.2887,53,0,1,1,5,0,1,1,0,1,1,51,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410079,3,0,4,51,4,6,2011,9,14,6,45.51653056,-122.658675,12,6,2,2,1,0,1,1,0,1,0,55,1,3,0,0,0,9,3,0,0,0,0,0,0,0.0,1,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,0
410080,2,0,4,47,4,1,2011,16,2,4,45.23049167,-122.84045,12,6,2,2,1,0,1,10,0,1,0,79,1,3,0,0,0,0,1,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,99,0
410082,1,0,2,7,4,2,2011,22,16,6,45.9938,-123.92501389,3,0,1,1,5,0,3,2,0,2,1,32,1,1,0,0,0,9,0,0,1,0,0,0,0,0.0,1,999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410083,1,0,1,19,4,5,2011,22,1,1,43.58882222,-123.25196944,35,0,1,1,4,0,2,2,0,1,1,63,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410084,2,0,3,29,4,6,2011,12,11,1,42.27785833,-122.81130556,12,2,1,1,1,0,1,10,0,1,0,60,3,0,0,0,0,9,1,0,0,0,0,1,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,99,0
410085,1,1,1,33,4,7,2011,22,3,3,42.42467778,-123.26304444,8,0,1,1,1,0,2,1,0,1,0,57,2,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0
410086,1,0,1,19,5,7,2011,2,3,3,43.57718889,-123.55659722,42,0,1,1,4,0,3,10,0,1,1,51,1,0,0,0,0,9,1,0,0,0,0,0,0,0.0,1,999,1,0,1,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410087,2,0,3,5,5,7,2011,21,3,3,45.07506389,-122.68445556,12,6,1,1,1,0,3,1,0,1,0,63,2,1,0,0,0,9,2,0,0,0,0,0,0,0.0,0,999,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,99,0
410088,1,0,2,45,5,2,2011,12,1,1,44.09361944,-117.03130833,1,0,1,1,3,0,1,1,0,1,0,62,1,1,0,0,0,9,0,0,1,0,0,0,0,0.0,1,999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0
410089,1,0,1,11,5,3,2011,18,5,6,43.58294722,-124.17893056,32,0,1,1,4,0,1,1,0,1,1,48,1,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410090,2,0,2,33,5,4,2011,14,2,2,42.38335833,-123.47791111,12,6,1,1,1,0,1,10,0,1,0,60,2,0,0,0,0,9,1,0,0,0,1,0,0,0.0,1,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,99,0
410091,1,0,2,39,3,1,2011,2,15,3,43.99001944,-123.01150278,5,0,1,1,1,0,3,98,0,1,1,46,1,1,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410092,1,0,1,47,5,6,2011,99,4,4,44.86516389,-123.12412222,1,0,1,1,4,0,9,99,0,1,1,26,0,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,0,1,99,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0
410093,1,0,1,1,5,6,2011,15,4,3,44.81026667,-117.66928333,35,0,1,1,4,0,1,1,0,1,0,64,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410094,2,0,2,39,5,7,2011,13,13,3,44.04563333,-122.90378333,12,6,2,2,1,0,1,10,0,1,0,66,2,0,0,0,0,9,0,1,1,0,0,0,0,0.0,0,999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,99,0
410095,1,0,1,17,5,7,2011,14,16,2,44.08039167,-121.30182778,17,0,1,1,8,0,1,2,0,1,1,49,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0
410096,2,0,2,27,5,1,2011,11,4,4,45.54530556,-121.57904444,12,6,1,1,1,0,1,2,0,1,0,57,2,0,0,0,0,9,0,2,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,99,0
410097,2,0,2,19,5,3,2011,14,3,3,43.30291667,-123.16139167,12,2,1,1,1,0,1,10,0,1,0,38,2,0,0,0,0,9,2,0,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,99,0
410098,1,0,1,33,5,3,2011,17,6,4,42.56582222,-123.39936944,42,0,1,1,5,0,1,2,0,1,1,58,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,69
410099,1,1,1,5,5,5,2011,13,3,3,45.15106389,-122.66103889,9,0,1,1,1,1,1,1,0,1,0,49,2,0,0,0,0,9,0,0,0,0,1,0,0,0.0,1,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0
410100,1,0,1,5,5,5,2011,15,3,3,45.14430833,-122.75225278,34,0,1,1,4,1,1,1,0,1,0,63,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0
410101,2,0,3,15,5,6,2011,16,2,2,42.01466944,-124.21765556,12,2,1,1,1,0,1,10,0,1,0,60,1,2,0,0,0,9,0,2,0,0,0,0,0,0.0,1,999,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,99,0
410102,1,0,1,59,5,6,2011,17,14,6,45.91053056,-119.34394167,17,0,1,1,4,0,1,1,0,1,1,56,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,1,0,0,0,9,99,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410103,1,0,1,51,5,6,2011,3,15,6,45.52259167,-122.53939167,1,0,1,1,4,0,2,1,0,1,1,31,1,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0
410104,2,0,2,5,5,7,2011,19,5,4,45.33969167,-122.18296667,12,2,1,1,1,0,5,10,0,1,1,41,2,0,0,0,0,9,0,2,0,0,0,0,0,0.0,1,999,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,99,0
410105,1,1,1,57,5,2,2011,20,2,2,45.57157778,-123.94311389,8,0,1,1,1,0,5,1,0,1,0,55,2,0,0,0,0,9,0,0,0,0,1,0,0,0.0,1,999,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0
410107,1,0,2,45,5,6,2011,5,3,2,43.93277222,-117.00591389,1,0,1,1,4,0,4,2,0,2,1,22,0,2,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0
410108,3,0,4,55,5,7,2011,14,2,2,45.14198056,-120.68743333,12,2,1,1,1,0,1,1,0,1,0,56,3,1,0,0,1,0,1,1,0,0,1,0,0,0.0,1,999,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,99,0
410109,1,1,1,17,5,1,2011,22,13,2,43.67948333,-121.496275,8,0,1,1,1,0,3,1,0,1,0,58,2,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0
410110,2,0,3,51,5,1,2011,16,14,2,45.56991667,-122.68529167,12,2,2,3,1,0,1,1,0,1,0,30,3,0,0,0,0,9,2,0,0,0,0,0,0,0.0,0,999,0,1,0,2,0,99,0,0,0,0,0,0,0,0,0,2,0,0,0,99,0
410111,1,0,3,47,5,3,2011,20,4,4,44.82936111,-122.87392222,42,0,1,1,4,0,5,10,0,2,1,21,2,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0
410112,3,0,6,35,6,4,2011,11,2,2,42.41466944,-121.83835278,12,2,1,1,1,0,1,3,0,1,0,57,1,5,0,0,0,9,2,1,0,0,0,0,0,0.0,1,999,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,99,0
410113,1,0,3,41,6,3,2011,17,6,4,44.89795833,-123.98700278,1,0,1,1,4,0,1,1,0,1,0,17,2,1,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,0,0,0,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410114,6,0,7,17,6,4,2011,17,13,2,44.24125556,-121.19429444,12,7,1,1,1,0,1,1,0,1,0,40,2,5,0,0,0,9,4,1,1,0,0,0,0,0.0,0,999,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,99,0
410115,2,0,3,17,5,6,2011,17,2,2,43.76786944,-121.452975,12,6,2,2,1,0,1,1,0,1,0,44,2,1,0,0,0,9,2,0,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,99,15
410116,2,0,2,51,6,4,2011,13,15,6,45.48980833,-122.55856944,14,0,1,1,2,0,1,1,0,1,0,77,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410117,5,0,11,61,6,4,2011,14,2,3,45.43331111,-117.32050833,12,6,1,1,1,1,1,10,0,1,0,60,6,5,0,0,0,9,1,2,1,0,1,0,0,0.0,1,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,99,0
410118,1,1,1,27,6,6,2011,12,16,6,45.71029722,-121.51394167,15,0,1,1,1,0,1,1,0,1,0,35,2,0,0,0,0,9,0,0,0,0,1,0,0,0.0,1,999,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0
410119,1,0,1,61,6,7,2011,2,4,4,45.49402778,-118.05585,42,0,1,1,4,0,2,1,0,1,1,23,1,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,1,0,0,1,99,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0
410120,2,0,3,5,6,1,2011,16,3,4,45.20866111,-122.67869722,12,6,1,1,1,0,1,2,0,1,0,44,1,2,0,0,0,0,1,0,1,0,0,0,0,0.0,0,999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,99,0
410121,1,0,1,29,6,2,2011,14,6,4,42.05298611,-122.65111667,1,0,1,1,5,0,1,1,0,1,0,67,1,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,0,0,0,1,0,99,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0
410122,1,1,1,17,6,2,2011,15,14,6,44.06636944,-121.30070833,8,0,4,1,1,0,1,1,0,1,0,67,1,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
410123,3,0,3,51,6,3,2011,14,15,6,45.58968056,-122.57629444,12,2,1,1,1,0,1,10,0,1,0,39,2,1,0,0,0,9,2,0,0,0,1,0,0,0.0,1,999,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,99,0
410124,2,0,3,7,6,3,2011,15,14,3,46.17327778,-123.83819167,12,1,1,1,1,0,1,10,0,1,0,73,2,1,0,0,0,9,0,1,0,0,1,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,99,0
410125,1,0,1,33,6,1,2011,15,4,3,42.433225,-123.48804722,1,0,1,1,4,0,1,1,0,1,1,42,0,1,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410126,2,0,3,51,6,2,2011,18,15,6,45.53866667,-122.57245278,12,6,2,2,1,0,1,1,0,1,0,33,3,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,999,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,99,0
410127,1,0,1,5,6,2,2011,15,15,4,45.42851944,-122.56314444,1,0,1,1,1,0,1,10,0,1,0,55,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,1,999,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0
410128,1,0,1,65,6,3,2011,15,2,2,44.88203611,-121.43094722,17,0,1,1,4,0,1,1,0,1,0,43,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0
410129,2,0,4,35,6,4,2011,15,2,3,42.391725,-121.36991389,12,1,2,3,1,0,1,1,0,1,0,33,2,2,0,0,0,0,1,0,0,0,0,0,0,1.0,0,999,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,99,0
410130,2,0,8,33,6,6,2011,16,1,1,42.64063611,-123.38800278,12,7,1,1,1,0,1,1,0,1,0,148,3,5,0,0,0,9,0,0,1,0,1,0,0,0.0,1,999,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,99,0
410131,2,0,2,59,6,7,2011,13,4,4,45.86351111,-119.31288889,12,2,1,1,1,0,1,1,0,1,0,26,2,0,0,0,0,9,1,0,0,0,1,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,99,0
410133,2,0,3,39,6,1,2011,17,14,6,44.02706389,-123.11781389,12,6,2,2,1,0,1,1,0,1,0,58,2,1,0,0,0,9,1,0,0,0,0,0,0,1.0,0,999,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,99,0
410134,1,1,4,5,6,3,2011,21,13,2,45.40038333,-122.27822222,8,0,2,3,1,0,3,1,0,1,0,61,2,3,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0
410135,1,0,1,31,6,3,2011,8,2,2,44.51448056,-121.18436389,24,0,1,1,4,0,1,98,0,1,0,54,1,0,0,0,0,9,0,0,0,0,1,0,0,0.0,1,999,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410136,1,0,1,59,6,5,2011,12,3,3,45.81596111,-119.31115833,24,0,1,1,4,0,1,1,0,1,0,25,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0
410137,2,1,0,41,6,5,2011,14,6,4,44.29419444,-123.67465278,8,0,1,1,1,0,1,98,0,1,0,28,0,1,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,9,99,0,0,1,0,0,0,0,0,0,0,0,0,0,16,99
410138,1,0,1,5,5,2,2011,23,2,2,45.302675,-121.76686111,24,0,1,1,4,0,2,2,0,1,1,33,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0
410139,2,0,2,39,6,2,2011,8,13,3,44.045775,-122.95618889,12,2,1,1,1,0,1,10,0,1,0,61,0,2,0,0,0,9,1,0,0,0,1,0,0,0.0,1,999,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,99,0
410140,1,1,1,39,6,7,2011,11,13,3,44.045675,-122.91868056,9,0,2,3,1,0,1,1,0,1,0,43,1,1,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0
410141,1,0,1,47,6,7,2011,0,3,3,45.08063889,-122.91941111,42,0,1,1,4,0,3,1,0,1,1,54,0,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0
410142,1,0,3,47,6,7,2011,7,11,1,44.86077778,-123.01052222,1,0,1,1,1,0,1,1,0,2,0,19,3,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0
410143,1,0,1,67,7,6,2011,6,3,4,45.48479722,-123.02146667,30,0,1,1,4,0,1,1,0,1,1,22,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,0,0,0,1,99,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0
410144,1,0,1,25,7,1,2011,3,3,4,42.048225,-118.61194444,1,0,1,1,4,0,2,1,0,1,1,30,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0
410145,1,0,1,17,7,2,2011,99,5,4,44.21801667,-121.58153056,42,0,1,1,4,0,2,1,0,1,1,32,1,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0
410146,1,0,1,17,7,3,2011,16,2,2,43.83889444,-121.421625,42,0,1,1,4,0,1,1,0,1,0,79,1,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410147,1,0,2,29,7,5,2011,12,1,1,42.42605833,-123.04281944,34,0,1,1,4,0,1,1,0,1,0,79,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410148,1,1,1,29,7,6,2011,10,13,3,42.36081389,-122.85911111,8,0,2,2,1,0,1,1,0,1,0,38,2,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0
410149,1,0,1,39,7,6,2011,16,4,3,43.83115833,-123.04505,34,0,1,1,4,0,1,1,0,1,0,64,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,999,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410150,1,0,1,71,7,7,2011,3,4,4,45.32905833,-123.02273611,1,0,1,1,5,0,2,1,0,1,0,20,1,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410151,2,0,4,5,7,1,2011,21,14,6,45.25216389,-122.68697222,12,6,2,2,1,0,3,1,0,1,0,27,2,2,0,0,0,9,2,0,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,99,0
410152,3,0,7,67,7,2,2011,15,3,3,45.62096111,-123.25819167,12,2,1,1,1,0,1,10,0,1,0,45,5,2,0,0,0,9,2,1,0,0,0,0,0,0.0,0,999,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,1,99,0
410153,2,0,3,53,7,2,2011,21,4,4,45.0355,-123.18470278,12,2,1,1,1,0,5,10,0,1,0,18,2,1,0,0,0,0,2,0,0,0,0,0,0,0.0,0,999,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,99,0
410154,1,0,1,37,7,7,2011,12,5,4,43.11160556,-121.23269444,42,0,1,1,4,0,1,1,0,1,1,53,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
410155,2,0,2,57,7,7,2011,13,2,2,45.22916389,-123.87058056,12,2,1,1,1,0,1,10,0,1,0,58,2,0,0,0,0,9,0,1,0,0,0,0,0,1.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,99,0
410156,2,0,2,19,7,1,2011,10,2,3,43.63834167,-123.56946389,12,2,1,1,1,0,1,2,0,1,0,62,2,0,0,0,0,9,0,1,0,0,1,0,0,0.0,1,999,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,99,0
410157,2,0,2,51,7,4,2011,12,14,6,45.45486389,-122.74084167,12,6,2,2,1,0,1,1,0,1,0,57,1,1,0,0,0,9,0,1,0,0,0,0,0,1.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,99,0
